Industry,Company Name,HQ Country,Website,Employee Count,Revenue Estimate,Founded,Company Size,Specialization Tags,Status
E-commerce Marketplaces,ASOS,UK,https://www.asos.com,"3,000+","$4B+",2000,Large Enterprise,"Fashion, Beauty, Young Adult",Verified
Department Stores,Macy's,USA,https://www.macys.com,"94,570+","$24B+",1858,Large Enterprise,"Apparel, Home, Beauty, Department Store",Verified
Department Stores,Nordstrom,USA,https://www.nordstrom.com,"60,000+","$15B+",1901,Large Enterprise,"Apparel, Shoes, Beauty, Luxury",Verified
Department Stores,Bloomingdale's,USA,https://www.bloomingdales.com,"15,000+","N/A",1861,Large Enterprise,"Luxury Department Store, Fashion",Verified
Department Stores,JCPenney,USA,https://www.jcpenney.com,"60,000+","$8B+",1902,Large Enterprise,"Apparel, Home, Beauty, Department Store",Verified
Department Stores,Kohl's,USA,https://www.kohls.com,"100,000+","$19B+",1962,Large Enterprise,"Apparel, Home, Beauty, Department Store",Verified
Department Stores,Dillard's,USA,https://www.dillards.com,"38,000+","$6.5B+",1938,Large Enterprise,"Apparel, Home, Department Store",Verified
Department Stores,Selfridges,UK,https://www.selfridges.com,"5,000+","$2B+",1909,Large Enterprise,"Luxury Department Store, Experience",Verified
Department Stores,Harrods,UK,https://www.harrods.com,"5,000+","$1B+",1834,Large Enterprise,"Luxury Department Store, Knightsbridge",Verified
Department Stores,Galeries Lafayette,France,https://www.galerieslafayette.com,"15,000+","$5B+",1893,Large Enterprise,"Department Store, Fashion, French",Verified
Department Stores,El Corte Inglés,Spain,https://www.elcorteingles.es,"83,000+","$15B+",1940,Large Enterprise,"Department Store, Travel, Insurance",Verified
Department Stores,Isetan Mitsukoshi,Japan,https://www.imhds.com,"10,000+","$8B+",1886,Large Enterprise,"Department Store, Luxury, Japan",Verified
Department Stores,Takashimaya,Japan,https://www.takashimaya.co.jp,"8,000+","$6B+",1831,Large Enterprise,"Department Store, Luxury, Japan",Verified
Department Stores,David Jones,Australia,https://www.davidjones.com,"7,000+","$1.5B+",1838,Large Enterprise,"Department Store, Fashion, Australia",Verified
Department Stores,Myer,Australia,https://www.myer.com.au,"12,000+","$2B+",1900,Large Enterprise,"Department Store, Fashion, Australia",Verified
Department Stores,Hudson's Bay Company,Canada,https://www.thebay.com,"20,000+","$7B+",1670,Large Enterprise,"Department Store, Canada, Fashion",Verified
Department Stores,Falabella,Chile,https://www.falabella.com,"120,000+","$15B+",1889,Large Enterprise,"Department Store, Banking, Retail",Verified
Department Stores,Lojas Americanas,Brazil,https://www.lojasamericanas.com.br,"50,000+","$5B+",1929,Large Enterprise,"Department Store, Discount, Brazil",Verified
Department Stores,Shinsegae,South Korea,https://www.shinsegae.com,"50,000+","$10B+",1930,Large Enterprise,"Department Store, Discount, Korea",Verified
Department Stores,Lotte Department Store,South Korea,https://www.lotteshopping.com,"30,000+","$8B+",1979,Large Enterprise,"Department Store, Korea, Luxury",Verified
Luxury Fashion,LVMH,France,https://www.lvmh.com,"213,000+","$93B+",1987,Conglomerate,"Fashion, Leather Goods, Wines, Cosmetics",Verified
Luxury Fashion,Kering,France,https://www.kering.com,"47,000+","$23B+",1963,Conglomerate,"Luxury Fashion, Leather Goods, Eyewear",Verified
Luxury Fashion,Chanel,France,https://www.chanel.com,"28,000+","$17B+",1910,Large Enterprise,"Haute Couture, Fragrance, Beauty",Verified
Luxury Fashion,Hermès,France,https://www.hermes.com,"20,600+","$15B+",1837,Large Enterprise,"Leather Goods, Silk, Fashion, Perfume",Verified
Luxury Fashion,Richemont,Switzerland,https://www.richemont.com,"38,000+","$22B+",1988,Conglomerate,"Jewelry, Watches, Fashion",Verified
Luxury Fashion,Prada Group,Italy,https://www.pradagroup.com,"13,000+","$5B+",1913,Large Enterprise,"Luxury Fashion, Leather Goods",Verified
Luxury Fashion,Burberry,UK,https://www.burberry.com,"9,000+","$4B+",1856,Large Enterprise,"British Luxury Fashion, Trench Coats",Verified
Luxury Fashion,Rolex,Switzerland,https://www.rolex.com,"30,000+","$13B+",1905,Large Enterprise,"Luxury Watches, Swiss Made",Verified
Luxury Fashion,PVH Corp (Calvin Klein/Tommy Hilfiger),USA,https://www.pvh.com,"26,000+","$9B+",1881,Large Enterprise,"Apparel, Lifestyle Brands",Verified
Luxury Fashion,Tapestry (Coach/Kate Spade),USA,https://www.tapestry.com,"18,000+","$7B+",1941,Large Enterprise,"Accessories, Handbags, Lifestyle",Verified
Luxury Fashion,Ralph Lauren,USA,https://www.ralphlauren.com,"24,000+","$6B+",1967,Large Enterprise,"Lifestyle, Apparel, Home",Verified
Luxury Fashion,Moncler,Italy,https://www.moncler.com,"4,000+","$3B+",1952,Large Enterprise,"Luxury Outerwear, Sportswear",Verified
Luxury Fashion,Brunello Cucinelli,Italy,https://www.brunellocucinelli.com,"2,000+","$1B+",1978,Large Enterprise,"Luxury Cashmere, Italian Craftsmanship",Verified
Luxury Fashion,Ermenegildo Zegna,Italy,https://www.zegna.com,"6,000+","$2B+",1910,Large Enterprise,"Luxury Menswear, Textiles",Verified
Luxury Fashion,Tod's Group,Italy,https://www.todsgroup.com,"4,000+","$1B+",1920,Large Enterprise,"Luxury Shoes, Leather Goods",Verified
Luxury Fashion,Capri Holdings (Versace/Michael Kors),USA,https://www.capriholdings.com,"18,000+","$5.5B+",1980,Large Enterprise,"Luxury Fashion, Accessories",Verified
Luxury Fashion,Valentino,Italy,https://www.valentino.com,"4,000+","$1.5B+",1960,Large Enterprise,"Haute Couture, Luxury Fashion",Verified
Luxury Fashion,Dolce & Gabbana,Italy,https://www.dolcegabbana.com,"5,000+","$1.7B+",1985,Large Enterprise,"Luxury Fashion, Italian Style",Verified
Luxury Fashion,Salvatore Ferragamo,Italy,https://www.ferragamo.com,"4,000+","$1.2B+",1927,Large Enterprise,"Luxury Shoes, Leather Goods",Verified
Fast Fashion,Zara (Inditex),Spain,https://www.inditex.com,"165,000+","$39B+",1975,Conglomerate,"Fast Fashion, Trend Replication",Verified
Fast Fashion,H&M Group,Sweden,https://www.hmgroup.com,"155,000+","$23B+",1947,Conglomerate,"Fast Fashion, Home, Beauty",Verified
Fast Fashion,Uniqlo (Fast Retailing),Japan,https://www.fastretailing.com,"60,000+","$19B+",1949,Conglomerate,"Casual Wear, LifeWear, Basics",Verified
Fast Fashion,Shein,Singapore,https://www.shein.com,"10,000+","$30B+",2008,Large Enterprise,"Ultra-Fast Fashion, Direct-to-Consumer",Verified
Fast Fashion,Fashion Nova,USA,https://www.fashionnova.com,"1,000+","$1B+",2006,Large Enterprise,"Fast Fashion, Social Media Driven",Verified
Fast Fashion,Primark,UK,https://www.primark.com,"70,000+","$10B+",1969,Large Enterprise,"Discount Fashion, Value Retail",Verified
Fast Fashion,Mango,Spain,https://shop.mango.com,"15,000+","$3B+",1984,Large Enterprise,"Contemporary Fashion, Women, Men",Verified
Fast Fashion,Boohoo Group,UK,https://www.boohooplc.com,"5,000+","$2B+",2006,Large Enterprise,"Online Fast Fashion, Young Adult",Verified
Fast Fashion,ASOS,UK,https://www.asos.com,"3,000+","$4B+",2000,Large Enterprise,"Fashion, Beauty, Young Adult",Verified
Fast Fashion,Zalando,Germany,https://www.zalando.com,"17,000+","$12B+",2008,Large Enterprise,"Fashion, Shoes, Lifestyle",Verified
Fast Fashion,C&A,Belgium,https://www.canda.com,"30,000+","$7B+",1841,Large Enterprise,"Family Fashion, Sustainable Focus",Verified
Fast Fashion,Massimo Dutti (Inditex),Spain,https://www.massimodutti.com,"N/A","N/A",1985,Large Enterprise,"Premium Basics, Quality Fashion",Verified
Fast Fashion,Urban Outfitters,USA,https://www.urbanoutfitters.com,"24,000+","$5B+",1970,Large Enterprise,"Lifestyle, Home, Apparel, Young Adult",Verified
Fast Fashion,Forever 21,USA,https://www.forever21.com,"30,000+","$4B+",1984,Large Enterprise,"Fast Fashion, Young Adult",Verified
Fast Fashion,Gap Inc.,USA,https://www.gapinc.com,"95,000+","$16B+",1969,Large Enterprise,"Casual Apparel, Denim, Basics",Verified
Fast Fashion,Aeropostale,USA,https://www.aeropostale.com,"10,000+","$1.5B+",1987,Large Enterprise,"Teen Apparel, Casual Wear",Verified
Fast Fashion,Pull & Bear (Inditex),Spain,https://www.pullandbear.com,"N/A","N/A",1991,Large Enterprise,"Casual Youth Fashion",Verified
Fast Fashion,Stradivarius (Inditex),Spain,https://www.stradivarius.com,"N/A","N/A",1999,Large Enterprise,"Young Women's Fashion, Trendy",Verified
Consumer Electronics Retail,Best Buy,USA,https://www.bestbuy.com,"100,000+","$46B+",1966,Large Enterprise,"Electronics, Appliances, Services",Verified
Consumer Electronics Retail,MediaMarktSaturn,Germany,https://www.mediamarktsaturn.com,"60,000+","$28B+",1979,Large Enterprise,"Electronics, Appliances, Europe",Verified
Consumer Electronics Retail,Yamada Denki,Japan,https://www.yamada-denki.jp,"30,000+","$15B+",1973,Large Enterprise,"Electronics, Appliances, Japan",Verified
Consumer Electronics Retail,Yodobashi Camera,Japan,https://www.yodobashi.com,"5,000+","$4B+",1960,Large Enterprise,"Cameras, Electronics, Duty-Free",Verified
Consumer Electronics Retail,Bic Camera,Japan,https://www.biccamera.com,"10,000+","$8B+",1953,Large Enterprise,"Electronics, Appliances, Japan",Verified
Consumer Electronics Retail,Fnac Darty,France,https://www.fnacdarty.com,"25,000+","$9B+",1954,Large Enterprise,"Electronics, Books, Media",Verified
Consumer Electronics Retail,Ceconomy (Euronics),Germany,https://www.ceconomy.de,"15,000+","$25B+",1996,Large Enterprise,"Electronics Retail, Europe",Verified
Consumer Electronics Retail,Dixons Carphone,UK,https://www.dixonscarphone.com,"30,000+","$12B+",1937,Large Enterprise,"Electronics, Mobile Phones, UK",Verified
Consumer Electronics Retail,Suning,China,https://www.suning.com,"250,000+","$35B+",1990,Large Enterprise,"Electronics, Appliances, E-commerce",Verified
Consumer Electronics Retail,GOME,China,https://www.gome.com.hk,"50,000+","$10B+",1987,Large Enterprise,"Electronics, Appliances, China",Verified
Consumer Electronics Retail,Harvey Norman,Australia,https://www.harveynorman.com.au,"8,000+","$3B+",1982,Large Enterprise,"Electronics, Furniture, Computers",Verified
Consumer Electronics Retail,JB Hi-Fi,Australia,https://www.jbhifi.com.au,"13,000+","$10B+",1974,Large Enterprise,"Electronics, Entertainment, Home Appliances",Verified
Consumer Electronics Retail,Croma (Tata),India,https://www.croma.com,"10,000+","$2B+",2006,Large Enterprise,"Electronics, Appliances, India",Verified
Consumer Electronics Retail,Reliance Digital,India,https://www.reliancedigital.in,"15,000+","$3B+",2007,Large Enterprise,"Electronics, Appliances, India",Verified
Consumer Electronics Retail,Eldorado.ru,Russia,https://www.eldorado.ru,"30,000+","$5B+",2006,Large Enterprise,"Electronics, Appliances, Russia",Verified
Consumer Electronics Retail,M.video,Russia,https://www.mvideo.ru,"25,000+","$6B+",1993,Large Enterprise,"Electronics, Appliances, Russia",Verified
Consumer Electronics Retail,Courts,Singapore,https://www.courts.com.sg,"5,000+","$1B+",1974,Large Enterprise,"Electronics, Furniture, Southeast Asia",Verified
Consumer Electronics Retail,Power Retail,South Africa,https://www.power.co.za,"5,000+","$1B+",1963,Large Enterprise,"Electronics, Appliances, South Africa",Verified
Consumer Electronics Retail,RT-Mart,Taiwan,https://www.rt-mart.com.tw,"10,000+","$2B+",1996,Large Enterprise,"Hypermarket, Electronics, Taiwan",Verified
Grocery Chains,Walmart,USA,https://www.walmart.com,"2,300,000+","$648B+",1962,Conglomerate,"Hypermarkets, Discount, Grocery",Verified
Grocery Chains,Kroger,USA,https://www.kroger.com,"465,000+","$150B+",1883,Conglomerate,"Supermarkets, Grocery, Fuel",Verified
Grocery Chains,Aldi,Germany,https://www.aldi.com,"200,000+","$130B+",1946,Large Enterprise,"Discount Grocery, Private Label",Verified
Grocery Chains,Lidl,Germany,https://www.lidl.com,"310,000+","$100B+",1973,Large Enterprise,"Discount Grocery, Private Label",Verified
Grocery Chains,Tesco,UK,https://www.tesco.com,"450,000+","$85B+",1919,Conglomerate,"Supermarkets, Grocery, General Merchandise",Verified
Grocery Chains,Carrefour,France,https://www.carrefour.com,"320,000+","$90B+",1959,Conglomerate,"Hypermarkets, Supermarkets, Convenience",Verified
Grocery Chains,Auchan,France,https://www.auchan.fr,"350,000+","$50B+",1961,Conglomerate,"Hypermarkets, Retail, Banking",Verified
Grocery Chains,Rewe Group,Germany,https://www.rewe-group.com,"380,000+","$75B+",1927,Conglomerate,"Supermarkets, Travel, DIY",Verified
Grocery Chains,Edeka Group,Germany,https://www.edeka.de,"380,000+","$70B+",1907,Conglomerate,"Supermarkets, Food Service, Wholesale",Verified
Grocery Chains,Sainsbury's,UK,https://www.sainsburys.co.uk,"189,000+","$40B+",1869,Large Enterprise,"Supermarkets, Grocery, General Merchandise",Verified
Grocery Chains,Costco,USA,https://www.costco.com,"304,000+","$248B+",1976,Large Enterprise,"Membership Warehouse, Bulk Sales",Verified
Grocery Chains,Target,USA,https://www.target.com,"450,000+","$109B+",1902,Large Enterprise,"General Merchandise, Grocery, Style",Verified
Grocery Chains,Albertsons,USA,https://www.albertsons.com,"290,000+","$78B+",1866,Large Enterprise,"Supermarkets, Grocery, Pharmacy",Verified
Grocery Chains,Ahold Delhaize,Netherlands,https://www.aholddelhaize.com,"414,000+","$94B+",2016,Conglomerate,"Supermarkets, Food Retail, E-commerce",Verified
Grocery Chains,Seven & I (7-Eleven),Japan,https://www.7andi.com,"70,000+","$70B+",1973,Conglomerate,"Convenience Stores, Superstores",Verified
Grocery Chains,Aeon Group,Japan,https://www.aeon.info,"500,000+","$75B+",1758,Conglomerate,"Supermarkets, Shopping Centers, Finance",Verified
Grocery Chains,Woolworths,Australia,https://www.woolworths.com.au,"215,000+","$45B+",1924,Large Enterprise,"Supermarkets, Everyday Needs",Verified
Grocery Chains,Coles,Australia,https://www.coles.com.au,"120,000+","$35B+",1914,Large Enterprise,"Supermarkets, Liquor, Convenience",Verified
Grocery Chains,Loblaw Companies,Canada,https://www.loblaw.ca,"200,000+","$50B+",1956,Large Enterprise,"Supermarkets, Pharmacy, Apparel",Verified
Discount Stores,Dollar General,USA,https://www.dollargeneral.com,"170,000+","$40B+",1939,Large Enterprise,"Discount, Convenience, Basic Goods",Verified
Discount Stores,Dollar Tree,USA,https://www.dollartree.com,"193,000+","$28B+",1986,Large Enterprise,"Variety, Discount, Everything $1.25",Verified
Discount Stores,Five Below,USA,https://www.fivebelow.com,"20,000+","$3B+",2002,Large Enterprise,"Teen & Pre-Teen, Trend-right, $1-$5",Verified
Discount Stores,Family Dollar,USA,https://www.familydollar.com,"60,000+","$11B+",1959,Large Enterprise,"Discount, Neighborhood, Basic Goods",Verified
Discount Stores,B&M Retail,UK,https://www.bmstores.co.uk,"35,000+","$6B+",1978,Large Enterprise,"Variety, General Merchandise, UK",Verified
Discount Stores,Action,Netherlands,https://www.action.com,"80,000+","$9B+",1993,Large Enterprise,"Non-Food Discount, Europe",Verified
Discount Stores,Daiso,Japan,https://www.daisoglobal.com,"10,000+","$4B+",1977,Large Enterprise,"100-Yen Shop, Variety, Japan",Verified
Discount Stores,Miniso,China,https://www.miniso.com,"20,000+","$2B+",2013,Large Enterprise,"Japanese-inspired Lifestyle, Value",Verified
Discount Stores,TJX Companies (TJ Maxx/Marshalls),USA,https://www.tjx.com,"320,000+","$54B+",1987,Large Enterprise,"Off-Price Apparel, Home Fashion",Verified
Discount Stores,Ross Stores,USA,https://www.rossstores.com,"100,000+","$20B+",1982,Large Enterprise,"Off-Price Apparel, Home Decor",Verified
Discount Stores,Burlington Stores,USA,https://www.burlington.com,"45,000+","$10B+",1972,Large Enterprise,"Off-Price Apparel, Baby, Home",Verified
Discount Stores,Big Lots,USA,https://www.biglots.com,"35,000+","$6B+",1967,Large Enterprise,"Closeout, Discount, Furniture",Verified
Discount Stores,Ollie's Bargain Outlet,USA,https://www.ollies.us,"10,000+","$2B+",1982,Large Enterprise,"Closeouts, Bargains, Good Stuff Cheap",Verified
Discount Stores,Maxi Zoo (Fressnapf),Germany,https://www.maxizoo.fr,"N/A","N/A",2004,Mid-Market,"Pet Supplies, Discount, France",Verified
Discount Stores,Kik Textilien,Germany,https://www.kik.de,"30,000+","$2B+",1994,Large Enterprise,"Textile Discount, Apparel, Germany",Verified
Discount Stores,Mr Price Group,South Africa,https://www.mrpricegroup.com,"30,000+","$2B+",1985,Large Enterprise,"Apparel, Home, Discount, South Africa",Verified
Discount Stores,The Reject Shop,Australia,https://www.rejectshop.com.au,"5,000+","$700M+",1981,Large Enterprise,"Discount Variety, Australia",Verified
Discount Stores,Miniso Japan,Japan,https://miniso.jp,"N/A","N/A",2013,Large Enterprise,"Japanese-inspired Lifestyle, Value",Verified
Discount Stores,Dollarama,Canada,https://www.dollarama.com,"25,000+","$5B+",1992,Large Enterprise,"Dollar Store, Variety, Canada",Verified
Beauty Retailers,Sephora (LVMH),France,https://www.sephora.com,"45,000+","$10B+",1970,Large Enterprise,"Prestige Beauty, Skincare, Fragrance",Verified
Beauty Retailers,Ulta Beauty,USA,https://www.ulta.com,"50,000+","$11B+",1990,Large Enterprise,"Prestige & Mass Beauty, Salon",Verified
Beauty Retailers,Boots (Walgreens),UK,https://www.boots.com,"55,000+","$10B+",1849,Large Enterprise,"Health, Beauty, Pharmacy, UK",Verified
Beauty Retailers,Superdrug,UK,https://www.superdrug.com,"13,000+","$2B+",1966,Large Enterprise,"Health, Beauty, UK",Verified
Beauty Retailers,Douglas,Germany,https://www.douglas.de,"20,000+","$4B+",1910,Large Enterprise,"Prestige Beauty, Perfume, Europe",Verified
Beauty Retailers,Watsons (AS Watson),Hong Kong,https://www.watsons.com.hk,"130,000+","$22B+",1828,Large Enterprise,"Health, Beauty, Personal Care, Asia",Verified
Beauty Retailers,Space NK,UK,https://www.spacenk.com,"1,000+","$200M+",1993,Mid-Market,"Cult Beauty, Skincare, Apothecary",Verified
Beauty Retailers,Feelunique (Sephora),UK,https://www.feelunique.com,"500+","$100M+",2005,Mid-Market,"Online Beauty, UK",Verified
Beauty Retailers,Lookfantastic,UK,https://www.lookfantastic.com,"1,000+","$200M+",1996,Mid-Market,"Online Beauty, UK, Europe",Verified
Beauty Retailers,Mecca Brands,Australia,https://www.mecca.com.au,"5,000+","$500M+",1997,Mid-Market,"Prestige Beauty, Australia, New Zealand",Verified
Beauty Retailers,Lush,UK,https://www.lush.com,"15,000+","$1B+",1995,Large Enterprise,"Fresh Handmade Cosmetics, Ethical",Verified
Beauty Retailers,Kiehl's (L'Oréal),USA,https://www.kiehls.com,"N/A","N/A",1851,Large Enterprise,"Apothecary Skincare, Since 1851",Verified
Beauty Retailers,The Body Shop,Brazil,https://www.thebodyshop.com,"10,000+","$1B+",1976,Large Enterprise,"Naturally Inspired, Ethical Beauty",Verified
Beauty Retailers,NYX Professional Makeup (L'Oréal),USA,https://www.nyxcosmetics.com,"N/A","N/A",1999,Large Enterprise,"Professional Makeup, Affordable",Verified
Beauty Retailers,Innisfree,South Korea,https://www.innisfree.com,"5,000+","$500M+",2000,Large Enterprise,"Natural, Jeju Island Ingredients",Verified
Beauty Retailers,Etude House,South Korea,https://www.etude.com,"3,000+","$300M+",1995,Large Enterprise,"Playful, Cute, Korean Beauty",Verified
Beauty Retailers,Shiseido,Japan,https://www.shiseido.com,"46,000+","$8B+",1872,Large Enterprise,"Skincare, Makeup, Fragrance",Verified
Beauty Retailers,Sally Beauty,USA,https://www.sallybeauty.com,"20,000+","$4B+",1964,Large Enterprise,"Professional Beauty, DIY Hair Color",Verified
Furniture Outlets,IKEA,Netherlands,https://www.ikea.com,"225,000+","$50B+",1943,Conglomerate,"Flat-pack Furniture, Home Accessories",Verified
Furniture Outlets,Ashley Furniture,USA,https://www.ashleyfurniture.com,"30,000+","$5B+",1945,Large Enterprise,"Furniture, Home Decor, Mattresses",Verified
Furniture Outlets,Wayfair,USA,https://www.wayfair.com,"16,000+","$12B+",2002,Large Enterprise,"Home Goods, Furniture, Decor",Verified
Furniture Outlets,Williams-Sonoma (Pottery Barn/West Elm),USA,https://www.williams-sonomainc.com,"7,000+","$9B+",1956,Large Enterprise,"Home Furnishings, Kitchenware",Verified
Furniture Outlets,Rojo,USA,https://www.raymourflanigan.com,"7,000+","$2B+",1947,Large Enterprise,"Furniture, Mattresses, Northeast US",Verified
Furniture Outlets,La-Z-Boy,USA,https://www.la-z-boy.com,"11,000+","$2B+",1927,Large Enterprise,"Recliners, Furniture, Upholstery",Verified
Furniture Outlets,Restoration Hardware,USA,https://www.rh.com,"7,000+","$4B+",1979,Large Enterprise,"Luxury Home Furnishings, Galleries",Verified
Furniture Outlets,HomeGoods (TJX),USA,https://www.homegoods.com,"N/A","N/A",1992,Large Enterprise,"Off-Price Home Decor, Furniture",Verified
Furniture Outlets,Natuzzi,Italy,https://www.natuzzi.com,"5,000+","$500M+",1959,Large Enterprise,"Italian Leather Furniture, Design",Verified
Furniture Outlets,Home Centre (Landmark Group),UAE,https://www.homecentre.com,"10,000+","$1B+",1995,Large Enterprise,"Home Furniture, Middle East",Verified
Furniture Outlets,Fantastic Furniture,Australia,https://www.fantasticfurniture.com.au,"2,000+","$500M+",1990,Large Enterprise,"Value Furniture, Australia",Verified
Furniture Outlets,Harvey Norman,Australia,https://www.harveynorman.com.au,"8,000+","$3B+",1982,Large Enterprise,"Electronics, Furniture, Computers",Verified
Furniture Outlets,Nitori Holdings,Japan,https://www.nitori-group.com,"20,000+","$7B+",1967,Large Enterprise,"Furniture, Home Furnishings, Japan",Verified
Furniture Outlets,Muji (Ryohin Keikaku),Japan,https://www.muji.com,"20,000+","$4B+",1980,Large Enterprise,"No-Brand Quality Goods, Simple",Verified
Furniture Outlets,JYSK,Denmark,https://www.jysk.com,"30,000+","$5B+",1979,Large Enterprise,"Scandinavian Home Living, Global",Verified
Furniture Outlets,Conforama,France,https://www.conforama.fr,"15,000+","$3B+",1967,Large Enterprise,"Furniture, Appliances, France",Verified
Furniture Outlets,Leroy Merlin,France,https://www.leroymerlin.com,"90,000+","$25B+",1923,Large Enterprise,"DIY, Home Improvement, Garden",Verified
Furniture Outlets,Made.com,UK,https://www.made.com,"500+","$200M+",2010,Mid-Market,"Designer Furniture, Online",Verified
Furniture Outlets,BoConcept,Denmark,https://www.boconcept.com,"1,500+","$200M+",1952,Mid-Market,"Scandinavian Design, Furniture",Verified
Sporting Goods,Nike,USA,https://www.nike.com,"83,700+","$53B+",1964,Conglomerate,"Athletic Footwear, Apparel, Equipment",Verified
Sporting Goods,Adidas,Germany,https://www.adidas.com,"61,000+","$25B+",1949,Conglomerate,"Athletic Footwear, Apparel, Equipment",Verified
Sporting Goods,Decathlon,France,https://www.decathlon.com,"101,000+","$16B+",1976,Large Enterprise,"Sports Equipment, Apparel, In-house Brands",Verified
Sporting Goods,Dick's Sporting Goods,USA,https://www.dickssportinggoods.com,"50,000+","$13B+",1948,Large Enterprise,"Sporting Goods, Apparel, Footwear",Verified
Sporting Goods,Academy Sports + Outdoors,USA,https://www.academy.com,"22,000+","$7B+",1938,Large Enterprise,"Sporting Goods, Outdoor, Family",Verified
Sporting Goods,Foot Locker,USA,https://www.footlocker.com,"40,000+","$8B+",1974,Large Enterprise,"Athletic Footwear, Apparel",Verified
Sporting Goods,Puma,Germany,https://www.puma.com,"19,000+","$9B+",1948,Large Enterprise,"Athletic Footwear, Apparel, Sponsorships",Verified
Sporting Goods,JD Sports,UK,https://www.jdsports.co.uk,"60,000+","$12B+",1981,Large Enterprise,"Sports Fashion, Footwear, Global",Verified
Sporting Goods,Under Armour,USA,https://www.underarmour.com,"8,900+","$6B+",1996,Large Enterprise,"Performance Apparel, Footwear",Verified
Sporting Goods,Columbia Sportswear,USA,https://www.columbia.com,"7,600+","$4B+",1938,Large Enterprise,"Outdoor Apparel, Footwear, Equipment",Verified
Sporting Goods,REI Co-op,USA,https://www.rei.com,"15,000+","$4B+",1938,Large Enterprise,"Outdoor Gear, Apparel, Co-op",Verified
Sporting Goods,Asics,Japan,https://www.asics.com,"8,000+","$4B+",1949,Large Enterprise,"Performance Running, Footwear",Verified
Sporting Goods,Lululemon Athletica,Canada,https://www.lululemon.com,"38,000+","$10B+",1998,Large Enterprise,"Yoga, Technical Apparel, Lifestyle",Verified
Sporting Goods,Intersport,Switzerland,https://www.intersport.com,"70,000+","$13B+",1968,Large Enterprise,"Sporting Goods, Retail Network",Verified
Sporting Goods,Modell's Sporting Goods,USA,https://www.modells.com,"N/A","N/A",1889,Large Enterprise,"Sporting Goods, Northeast US",Verified
Sporting Goods,Sports Direct (Frasers Group),UK,https://www.sportsdirect.com,"30,000+","$6B+",1982,Large Enterprise,"Sports Equipment, Apparel, UK",Verified
