Industry,Company Name,HQ Country,Website,Employee Count,Revenue Estimate,Founded,Company Size,Specialization Tags,Status
Courier & Express Delivery,Canada Post,Canada,https://www.canadapost.ca,"64,000+","$8B+",1867,Conglomerate,"National Postal, Parcels",Verified
Courier & Express Delivery,Australia Post,Australia,https://auspost.com.au,"80,000+","$7B+",1809,Conglomerate,"National Postal, Parcels",Verified
Courier & Express Delivery,ZTO Express,China,https://www.zto.com,"50,000+","$5B+",2002,Large Enterprise,"Express Delivery, E-commerce",Verified
Courier & Express Delivery,YTO Express,China,https://www.yto.net.cn,"40,000+","$6B+",2000,Large Enterprise,"Express Delivery, E-commerce",Verified
Courier & Express Delivery,STO Express,China,https://www.sto.cn,"150,000+","$4B+",1993,Large Enterprise,"Express Delivery, E-commerce",Verified
Courier & Express Delivery,JD Logistics,China,https://www.jdl.com,"250,000+","$23B+",2007,Conglomerate,"Integrated Supply Chain, E-commerce",Verified
Courier & Express Delivery,DTDC India,India,https://www.dtdc.in,"15,000+","$300M+",1990,Medium Enterprise,"Domestic Express, Courier",Verified
Trucking & Road Freight,J.B. Hunt Transport,USA,https://www.jbhunt.com,"39,000+","$14B+",1961,Large Enterprise,"Intermodal, Dedicated, Truckload",Verified
Trucking & Road Freight,Schneider National,USA,https://www.schneider.com,"14,000+","$5B+",1935,Large Enterprise,"Truckload, Intermodal, Logistics",Verified
Trucking & Road Freight,Landstar System,USA,https://www.landstar.com,"1,500+","$7B+",1968,Large Enterprise,"Non-Asset, Truckload, Logistics",Verified
Trucking & Road Freight,Old Dominion Freight Line,USA,https://www.odfl.com,"24,000+","$6B+",1934,Large Enterprise,"LTL, National",Verified
Trucking & Road Freight,XPO Logistics,USA,https://www.xpo.com,"38,000+","$12B+",1989,Large Enterprise,"LTL, Truckload, Logistics",Verified
Trucking & Road Freight,Knight-Swift Transportation,USA,https://www.knight-swift.com,"28,000+","$7B+",1990,Large Enterprise,"Truckload, LTL, Logistics",Verified
Trucking & Road Freight,Werner Enterprises,USA,https://www.werner.com,"14,000+","$3B+",1956,Large Enterprise,"Truckload, Logistics, Dedicated",Verified
Trucking & Road Freight,YRC Worldwide,USA,https://www.yrc.com,"30,000+","$5B+",1924,Large Enterprise,"LTL, National",Verified
Trucking & Road Freight,TFI International,Canada,https://www.tfiintl.com,"15,000+","$7B+",1957,Large Enterprise,"Package, LTL, Truckload, Logistics",Verified
Trucking & Road Freight,Scania,Sweden,https://www.scania.com,"54,000+","$15B+",1891,Conglomerate,"Truck Manufacturing, Services",Verified
Trucking & Road Freight,MAN Truck & Bus,Germany,https://www.man.eu,"35,000+","$12B+",1758,Conglomerate,"Truck Manufacturing, Services",Verified
Trucking & Road Freight,DAF Trucks,Netherlands,https://www.daf.com,"12,000+","$8B+",1928,Large Enterprise,"Truck Manufacturing",Verified
Trucking & Road Freight,Volvo Trucks,Sweden,https://www.volvotrucks.com,"100,000+ (Group)","$50B+ (Group)",1927,Conglomerate,"Truck Manufacturing, Services",Verified
Trucking & Road Freight,Iveco,Italy,https://www.iveco.com,"25,000+","$10B+",1975,Large Enterprise,"Truck Manufacturing, Buses",Verified
Trucking & Road Freight,Kerry Logistics,Hong Kong,https://www.kerrylogistics.com,"10,000+","$5B+",1981,Large Enterprise,"Integrated Logistics, Asia",Verified
Trucking & Road Freight,Sinotrans,China,https://www.sinotrans.com,"30,000+","$10B+",1950,Large Enterprise,"Freight Forwarding, Road, Logistics",Verified
Trucking & Road Freight,DHL Freight,Germany,https://www.dhl.com,"600,000+ (Group)","$90B+ (Group)",1969,Conglomerate,"European Road, LTL, FTL",Verified
Trucking & Road Freight,CEVA Logistics,Switzerland,https://www.cevalogistics.com,"78,000+","$19B+",2007,Large Enterprise,"Contract Logistics, Freight Mgmt",Verified
Third-Party Logistics (3PL),Kuehne + Nagel,Switzerland,https://www.kuehne-nagel.com,"80,000+","$32B+",1890,Conglomerate,"Sea & Air Freight, Contract Logistics",Verified
Third-Party Logistics (3PL),DB Schenker,Germany,https://www.dbschenker.com,"76,000+","$28B+",1872,Conglomerate,"Global Logistics, Land, Air, Sea",Verified
Third-Party Logistics (3PL),Expeditors,USA,https://www.expeditors.com,"19,000+","$10B+",1979,Large Enterprise,"Air & Ocean Freight, Customs",Verified
Third-Party Logistics (3PL),C.H. Robinson,USA,https://www.chrobinson.com,"15,000+","$20B+",1905,Large Enterprise,"Truckload, Ocean, Air, Sourcing",Verified
Third-Party Logistics (3PL),DSV Panalpina,Denmark,https://www.dsv.com,"75,000+","$23B+",1976,Conglomerate,"Air & Sea, Road, Solutions",Verified
Third-Party Logistics (3PL),Nippon Express,Japan,https://www.nipponexpress.com,"72,000+","$20B+",1937,Conglomerate,"Freight, Logistics, Warehousing",Verified
Third-Party Logistics (3PL),Geodis,France,https://www.geodis.com,"49,000+","$14B+",1904,Conglomerate,"Supply Chain, Contract Logistics",Verified
Third-Party Logistics (3PL),CEVA Logistics,Switzerland,https://www.cevalogistics.com,"78,000+","$19B+",2007,Large Enterprise,"Contract Logistics, Freight Mgmt",Verified
Third-Party Logistics (3PL),Hellmann Worldwide Logistics,Germany,https://www.hellmann.net,"13,000+","$4B+",1871,Large Enterprise,"Air & Sea, Road, Contract",Verified
Third-Party Logistics (3PL),Agility Logistics,Kuwait,https://www.agility.com,"22,000+","$4B+",1979,Large Enterprise,"Emerging Markets, Logistics",Verified
Third-Party Logistics (3PL),Bolloré Logistics,France,https://www.bollore-logistics.com,"20,000+","$7B+",1822,Conglomerate,"Freight, Logistics, Africa",Verified
Third-Party Logistics (3PL),Dachser,Germany,https://www.dachser.com,"31,000+","$8B+",1930,Large Enterprise,"European Logistics, Food",Verified
Third-Party Logistics (3PL),GXO Logistics,USA,https://www.gxo.com,"130,000+","$10B+",2021,Conglomerate,"Contract Logistics, Warehousing",Verified
Third-Party Logistics (3PL),Ryder System,USA,https://www.ryder.com,"44,000+","$12B+",1933,Large Enterprise,"Dedicated, Leasing, Supply Chain",Verified
Third-Party Logistics (3PL),Penske Logistics,USA,https://www.penskelogistics.com,"30,000+","$4B+",1988,Large Enterprise,"Dedicated, Logistics",Verified
Third-Party Logistics (3PL),SNCF Logistics,France,https://www.sncf.com,"275,000+ (SNCF)","$40B+ (SNCF)",1937,Conglomerate,"Rail, Geodis, Logistics",Verified
Third-Party Logistics (3PL),Kerry Logistics,Hong Kong,https://www.kerrylogistics.com,"10,000+","$5B+",1981,Large Enterprise,"Integrated Logistics, Asia",Verified
Third-Party Logistics (3PL),Yusen Logistics,Japan,https://www.yusen-logistics.com,"24,000+","$7B+",1955,Large Enterprise,"Contract, Air & Sea",Verified
Third-Party Logistics (3PL),Sinotrans,China,https://www.sinotrans.com,"30,000+","$10B+",1950,Large Enterprise,"Freight Forwarding, Road, Logistics",Verified
Third-Party Logistics (3PL),Pantos Logistics,South Korea,https://www.pantos.com,"4,000+","$5B+",1977,Large Enterprise,"Global Logistics, Asia",Verified
Freight Forwarding,Kuehne + Nagel,Switzerland,https://www.kuehne-nagel.com,"80,000+","$32B+",1890,Conglomerate,"Sea & Air Freight, Contract Logistics",Verified
Freight Forwarding,DHL Global Forwarding,Germany,https://www.dhl.com,"600,000+ (Group)","$90B+ (Group)",1969,Conglomerate,"Air, Ocean, Road Freight",Verified
Freight Forwarding,DB Schenker,Germany,https://www.dbschenker.com,"76,000+","$28B+",1872,Conglomerate,"Global Logistics, Land, Air, Sea",Verified
Freight Forwarding,DSV Panalpina,Denmark,https://www.dsv.com,"75,000+","$23B+",1976,Conglomerate,"Air & Sea, Road, Solutions",Verified
Freight Forwarding,Expeditors,USA,https://www.expeditors.com,"19,000+","$10B+",1979,Large Enterprise,"Air & Ocean Freight, Customs",Verified
Freight Forwarding,Bolloré Logistics,France,https://www.bollore-logistics.com,"20,000+","$7B+",1822,Conglomerate,"Freight, Logistics, Africa",Verified
Freight Forwarding,Hellmann Worldwide Logistics,Germany,https://www.hellmann.net,"13,000+","$4B+",1871,Large Enterprise,"Air & Sea, Road, Contract",Verified
Freight Forwarding,Nippon Express,Japan,https://www.nipponexpress.com,"72,000+","$20B+",1937,Conglomerate,"Freight, Logistics, Warehousing",Verified
Freight Forwarding,CEVA Logistics,Switzerland,https://www.cevalogistics.com,"78,000+","$19B+",2007,Large Enterprise,"Contract Logistics, Freight Mgmt",Verified
Freight Forwarding,Agility Logistics,Kuwait,https://www.agility.com,"22,000+","$4B+",1979,Large Enterprise,"Emerging Markets, Logistics",Verified
Freight Forwarding,Panalpina,Switzerland,https://www.dsv.com,"75,000+ (DSV)","$23B+ (DSV)",1935,Large Enterprise,"(Acquired by DSV)",Verified
Freight Forwarding,Geodis,France,https://www.geodis.com,"49,000+","$14B+",1904,Conglomerate,"Supply Chain, Contract Logistics",Verified
Freight Forwarding,Kintetsu World Express,Japan,https://www.kwe.com,"20,000+","$4B+",1948,Large Enterprise,"Air & Sea Freight",Verified
Freight Forwarding,Dachser,Germany,https://www.dachser.com,"31,000+","$8B+",1930,Large Enterprise,"European Logistics, Food",Verified
Freight Forwarding,UPS Supply Chain Solutions,USA,https://www.ups.com,"500,000+ (UPS)","$91B+ (UPS)",1907,Conglomerate,"Freight, Logistics, Distribution",Verified
Freight Forwarding,Flexport,USA,https://www.flexport.com,"3,000+","$5B+",2013,Medium Enterprise,"Digital Forwarding, Platform",Verified
Freight Forwarding,SDV Logistics,France,https://www.sdv.com,"15,000+","$6B+",1884,Large Enterprise,"Freight, Logistics, Projects",Verified
Freight Forwarding,CTS Logistics,Netherlands,https://www.ctslogistics.com,"<1,000","$200M+",1989,Medium Enterprise,"European Logistics, Freight",Verified
Freight Forwarding,NNR Global Logistics,Japan,https://www.nnr.com,"<1,000","$100M+",1987,Medium Enterprise,"Air & Ocean Freight",Verified
Warehousing & Distribution,GXO Logistics,USA,https://www.gxo.com,"130,000+","$10B+",2021,Conglomerate,"Contract Logistics, Warehousing",Verified
Warehousing & Distribution,Ryder Supply Chain Solutions,USA,https://www.ryder.com,"44,000+","$12B+",1933,Large Enterprise,"Dedicated, Leasing, Supply Chain",Verified
Warehousing & Distribution,NFI Industries,USA,https://www.nfiindustries.com,"15,000+","$3B+",1932,Large Enterprise,"Warehousing, Distribution, Trucking",Verified
Warehousing & Distribution,DSC Logistics,USA,https://www.dsclogistics.com,"7,000+","$1B+",1960,Large Enterprise,"Warehousing, Packaging, Logistics",Verified
Warehousing & Distribution,Kenco Logistics,USA,https://www.kencogroup.com,"7,000+","$600M+",1950,Medium Enterprise,"Warehousing, Distribution",Verified
Warehousing & Distribution,Lineage Logistics,USA,https://www.lineagelogistics.com,"22,000+","$5B+",2008,Large Enterprise,"Temperature-Controlled, Cold Chain",Verified
Warehousing & Distribution, Americold Logistics,USA,https://www.americold.com,"16,000+","$3B+",1903,Large Enterprise,"Temperature-Controlled, Cold Chain",Verified
Warehousing & Distribution,Geodis,France,https://www.geodis.com,"49,000+","$14B+",1904,Conglomerate,"Supply Chain, Contract Logistics",Verified
Warehousing & Distribution,DB Schenker,Germany,https://www.dbschenker.com,"76,000+","$28B+",1872,Conglomerate,"Global Logistics, Land, Air, Sea",Verified
Warehousing & Distribution,DHL Supply Chain,Germany,https://www.dhl.com,"600,000+ (Group)","$90B+ (Group)",1969,Conglomerate,"Contract Logistics, Warehousing",Verified
Warehousing & Distribution,Kuehne + Nagel,Switzerland,https://www.kuehne-nagel.com,"80,000+","$32B+",1890,Conglomerate,"Sea & Air Freight, Contract Logistics",Verified
Warehousing & Distribution,CEVA Logistics,Switzerland,https://www.cevalogistics.com,"78,000+","$19B+",2007,Large Enterprise,"Contract Logistics, Freight Mgmt",Verified
Warehousing & Distribution,XPO Logistics,USA,https://www.xpo.com,"38,000+","$12B+",1989,Large Enterprise,"LTL, Truckload, Logistics",Verified
Warehousing & Distribution,GAC Group,Sweden,https://www.gac.com,"10,000+","$1B+",1956,Large Enterprise,"Shipping, Logistics, Marine",Verified
Warehousing & Distribution,Warehouse Group,New Zealand,https://www.thewarehousegroup.co.nz,"12,000+","$2B+",1982,Large Enterprise,"Retail, Distribution",Verified
Warehousing & Distribution,Prologis,USA,https://www.prologis.com,"2,000+","$8B+",1983,Large Enterprise,"Logistics Real Estate, Warehousing",Verified
Warehousing & Distribution,GLP Global,Singapore,https://www.glp.com,"1,500+","$5B+",2009,Large Enterprise,"Logistics Real Estate, Funds",Verified
Warehousing & Distribution,Goodman Group,Australia,https://www.goodman.com,"1,200+","$2B+",1989,Large Enterprise,"Industrial Property, Logistics",Verified
Warehousing & Distribution,Logwin AG,Luxembourg,https://www.logwin-logistics.com,"4,000+","$1B+",1975,Medium Enterprise,"Solutions, Road + Air",Verified
Port Operations,PSA International,Singapore,https://www.globalpsa.com,"30,000+","$4B+",1964,Conglomerate,"Port Operator, Global Terminals",Verified
Port Operations,Hutchison Port Holdings,Hong Kong,https://www.hph.com,"10,000+","$5B+",1866,Conglomerate,"Port Operator, Global Terminals",Verified
Port Operations,APM Terminals,Denmark,https://www.apmterminals.com,"20,000+","$4B+",2001,Large Enterprise,"Port Operator, Maersk Group",Verified
Port Operations,COSCO Shipping Ports,China,https://ports.coscoshipping.com,"4,000+","$1B+",1994,Large Enterprise,"Port Operator, China Focus",Verified
Port Operations,Dubai Ports World,UAE,https://www.dpworld.com,"45,000+","$11B+",2005,Conglomerate,"Port Operator, Global, Logistics",Verified
Port Operations,Port of Singapore Authority,Singapore,https://www.mpa.gov.sg,"3,000+","$500M+",1964,Medium Enterprise,"Port Authority, Regulator",Verified
Port Operations,Port of Rotterdam,Netherlands,https://www.portofrotterdam.com,"1,200+","$700M+",1932,Medium Enterprise,"Port Authority, Europe Hub",Verified
Port Operations,Port of Shanghai,China,https://www.portshanghai.com.cn,"30,000+","$4B+",1842,Conglomerate,"Port Operator, World's Busiest",Verified
Port Operations,Port of Ningbo-Zhoushan,China,https://www.portofningbo.com,"20,000+","$3B+",2015,Large Enterprise,"Port Operator, Cargo Volume",Verified
Port Operations,Port of Antwerp,Belgium,https://www.portofantwerp.com,"1,500+","$1B+",1928,Medium Enterprise,"Port Authority, Europe Hub",Verified
Port Operations,Port of Busan,South Korea,https://www.busanpa.com,"1,000+","$300M+",1876,Medium Enterprise,"Port Authority, Korea Hub",Verified
Port Operations,Port of Hamburg,Germany,https://www.hafen-hamburg.de,"1,000+","$400M+",1189,Medium Enterprise,"Port Authority, Europe Hub",Verified
Port Operations,Port of Long Beach,USA,https://www.polb.com,"500+","$600M+",1911,Medium Enterprise,"Port Authority, US Gateway",Verified
Port Operations,Port of Los Angeles,USA,https://www.portoflosangeles.org,"1,000+","$600M+",1907,Medium Enterprise,"Port Authority, US Gateway",Verified
Port Operations,Port of Shenzhen,China,https://www.portofshenzhen.com,"10,000+","$2B+",1985,Large Enterprise,"Port Operator, China",Verified
Port Operations,Port of Tanjung Pelepas,Malaysia,https://www.ptp.com.my,"3,000+","$500M+",1999,Medium Enterprise,"Port Operator, Transshipment",Verified
Port Operations,Port Klang Authority,Malaysia,https://www.pka.gov.my,"1,000+","$200M+",1893,Medium Enterprise,"Port Authority, Regulator",Verified
Port Operations,Port of New York and New Jersey,USA,https://www.panynj.gov,"7,000+","$3B+",1921,Large Enterprise,"Port Authority, US East Coast",Verified
Airport Operations,Heathrow Airport Holdings,UK,https://www.heathrow.com,"6,500+","$3B+",1965,Large Enterprise,"Airport Operator, UK Hub",Verified
Airport Operations,Atlanta International Airport,USA,https://www.atl.com,"63,000+ (On-site)","$1B+",1925,Large Enterprise,"World's Busiest, Hub",Verified
Airport Operations,Singapore Changi Airport,Singapore,https://www.changiairport.com,"10,000+","$1B+",1981,Large Enterprise,"Airport Operator, Premium Hub",Verified
Airport Operations,Beijing Capital International Airport,China,https://www.bcia.com.cn,"10,000+","$1B+",1958,Large Enterprise,"Airport Operator, China",Verified
Airport Operations,Dubai Airports,UAE,https://www.dubaiairports.ae,"3,000+","$3B+",2008,Large Enterprise,"Airport Operator, Global Hub",Verified
Airport Operations,Los Angeles World Airports,USA,https://www.lawa.org,"1,500+","$800M+",1928,Medium Enterprise,"Airport Operator, LAX",Verified
Airport Operations,Japan Airport Terminal,Japan,https://www.tokyo-airport-bldg.co.jp,"2,000+","$1B+",1953,Medium Enterprise,"Airport Terminal, Haneda",Verified
Airport Operations,Fraport AG,Germany,https://www.fraport.com,"20,000+","$4B+",1924,Large Enterprise,"Airport Operator, Frankfurt",Verified
Airport Operations,Schiphol Group,Netherlands,https://www.schiphol.nl,"2,000+","$1B+",1916,Medium Enterprise,"Airport Operator, Amsterdam",Verified
Airport Operations,Incheon International Airport,South Korea,https://www.airport.kr,"50,000+ (On-site)","$2B+",2001,Large Enterprise,"Airport Operator, Korea Hub",Verified
Airport Operations,Paris Aéroport,France,https://www.parisaeroport.fr,"15,000+","$3B+",1945,Large Enterprise,"Airport Operator, CDG, ORLY",Verified
Airport Operations,Tav Airports Holding,Turkey,https://www.tavhavalimanlari.com.tr,"15,000+","$1B+",1997,Large Enterprise,"Airport Operator, Global",Verified
